sample size,time limit,particles number,cognitive param,social param,weight,allocation number,fitness score
60,120,25,0.0001,0.0001,100,46,0.3916655164545704
60,120,25,0.0001,0.0001,100,47,0.3838545760786453
60,120,25,0.0001,0.0001,100,48,0.4859231816137406
60,120,25,0.0001,0.0001,100,49,0.1644509353267804
60,120,25,0.0001,0.0001,100,50,0.5848315154723566
60,120,25,0.0001,0.0001,100,51,0.5448932943378985
60,120,25,0.0001,0.0001,100,52,0.546159273344798
60,120,25,0.0001,0.0001,100,53,0.5844808554403241
60,120,25,0.0001,0.0001,100,54,0.2925989797684544
60,120,25,0.0001,0.0001,100,55,0.4182738696474953
60,120,25,0.0001,0.0001,100,56,0.40130460022194225
60,120,25,0.0001,0.0001,100,57,0.36519745025103134
60,120,25,0.0001,0.0001,100,58,0.5589456544406483
60,120,25,0.0001,0.0001,100,59,0.22072113507437996
60,120,25,0.0001,0.0001,100,60,0.3176323317469978
