sample size,time limit,particles number,cognitive param,social param,weight,allocation number,fitness score
60,120,25,0.0001,0.0001,100,61,0.3824530827607537
60,120,25,0.0001,0.0001,100,62,0.7481652130066243
60,120,25,0.0001,0.0001,100,63,0.28963185599928165
60,120,25,0.0001,0.0001,100,64,0.2658457692580189
60,120,25,0.0001,0.0001,100,65,0.8791679524819467
60,120,25,0.0001,0.0001,100,66,0.5362734439232105
60,120,25,0.0001,0.0001,100,67,0.6916503867564818
60,120,25,0.0001,0.0001,100,68,0.5772951490547793
60,120,25,0.0001,0.0001,100,69,0.26785245436552707
60,120,25,0.0001,0.0001,100,70,0.4186550152652321
60,120,25,0.0001,0.0001,100,71,0.393420580783041
60,120,25,0.0001,0.0001,100,72,0.5565939770144948
60,120,25,0.0001,0.0001,100,73,0.4843741772531013
60,120,25,0.0001,0.0001,100,74,0.5302225054705525
60,120,25,0.0001,0.0001,100,75,0.41049345849766616
60,120,25,0.0001,0.0001,100,76,0.43611308138637717
60,120,25,0.0001,0.0001,100,77,0.34924589675283624
60,120,25,0.0001,0.0001,100,78,0.5608060078076328
60,120,25,0.0001,0.0001,100,79,0.5477224244274365
60,120,25,0.0001,0.0001,100,80,0.5475808253969165
60,120,25,0.0001,0.0001,100,81,0.6098788217763534
60,120,25,0.0001,0.0001,100,82,0.7587700503696817
60,120,25,0.0001,0.0001,100,83,0.5086018782671579
60,120,25,0.0001,0.0001,100,84,0.30803766524571186
60,120,25,0.0001,0.0001,100,85,0.2670603446945132
60,120,25,0.0001,0.0001,100,86,0.34841184475428155
60,120,25,0.0001,0.0001,100,87,0.3587945688268333
60,120,25,0.0001,0.0001,100,88,0.37386006727194204
60,120,25,0.0001,0.0001,100,89,0.3072112560656217
60,120,25,0.0001,0.0001,100,90,0.5513752815185011
60,120,25,0.0001,0.0001,100,91,0.33355066430593694
60,120,25,0.0001,0.0001,100,92,0.4342770944743566
60,120,25,0.0001,0.0001,100,93,0.576072741002611
60,120,25,0.0001,0.0001,100,94,0.3912229684014544
60,120,25,0.0001,0.0001,100,95,0.6938301114715896
60,120,25,0.0001,0.0001,100,96,0.31917010871115764
60,120,25,0.0001,0.0001,100,97,0.3421602978770231
60,120,25,0.0001,0.0001,100,98,0.26791010126460085
60,120,25,0.0001,0.0001,100,99,0.25099493898292835
60,120,25,0.0001,0.0001,1000,0,0.3170173367672718
60,120,25,0.0001,0.0001,1000,1,0.5061033217215086
60,120,25,0.0001,0.0001,1000,2,0.50877858268354
60,120,25,0.0001,0.0001,1000,3,0.22529238563290124
60,120,25,0.0001,0.0001,1000,4,0.7395603104464987
60,120,25,0.0001,0.0001,1000,5,0.40010786293370854
60,120,25,0.0001,0.0001,1000,6,0.5580787385095269
60,120,25,0.0001,0.0001,1000,7,0.6519873023327754
60,120,25,0.0001,0.0001,1000,8,0.5091448046821387
60,120,25,0.0001,0.0001,1000,9,0.4333255130960061
60,120,25,0.0001,0.0001,1000,10,0.38468103463165126
60,120,25,0.0001,0.0001,1000,11,0.5523080196292671
60,120,25,0.0001,0.0001,1000,12,0.26211261180516726
60,120,25,0.0001,0.0001,1000,13,0.7845907822470022
60,120,25,0.0001,0.0001,1000,14,0.8775947506047332
60,120,25,0.0001,0.0001,1000,15,0.5858837192887922
60,120,25,0.0001,0.0001,1000,16,0.48613894748026276
60,120,25,0.0001,0.0001,1000,17,0.3664094419581752
60,120,25,0.0001,0.0001,1000,18,0.7161273507625873
60,120,25,0.0001,0.0001,1000,19,0.4920690035732048
60,120,25,0.0001,0.0001,1000,20,0.4810548181334888
60,120,25,0.0001,0.0001,1000,21,0.44648919080263455
60,120,25,0.0001,0.0001,1000,22,0.854220283974022
60,120,25,0.0001,0.0001,1000,23,0.3381654773570391
60,120,25,0.0001,0.0001,1000,24,0.4957463651453913
60,120,25,0.0001,0.0001,1000,25,1.0050616881192704
60,120,25,0.0001,0.0001,1000,26,0.7104382464203588
60,120,25,0.0001,0.0001,1000,27,0.6011047275053487
60,120,25,0.0001,0.0001,1000,28,0.4237784909905942
60,120,25,0.0001,0.0001,1000,29,0.5794773094222323
60,120,25,0.0001,0.0001,1000,30,0.5169694906802194
60,120,25,0.0001,0.0001,1000,31,0.6084486439894866
60,120,25,0.0001,0.0001,1000,32,0.5775498740270384
60,120,25,0.0001,0.0001,1000,33,0.4402309718937779
60,120,25,0.0001,0.0001,1000,34,0.29947813050469696
60,120,25,0.0001,0.0001,1000,35,0.4636766175467687
60,120,25,0.0001,0.0001,1000,36,0.46226031702679765
60,120,25,0.0001,0.0001,1000,37,0.572988209267151
60,120,25,0.0001,0.0001,1000,38,0.36564253304278854
60,120,25,0.0001,0.0001,1000,39,0.33159464431085867
60,120,25,0.0001,0.0001,1000,40,0.5214951446241145
60,120,25,0.0001,0.0001,1000,41,0.5027523632280089
60,120,25,0.0001,0.0001,1000,42,0.4066403348173749
60,120,25,0.0001,0.0001,1000,43,0.5092719798887914
60,120,25,0.0001,0.0001,1000,44,0.44955086352964196
60,120,25,0.0001,0.0001,1000,45,0.5577474183404573
60,120,25,0.0001,0.0001,1000,46,0.34362328688853694
60,120,25,0.0001,0.0001,1000,47,0.318507787664371
60,120,25,0.0001,0.0001,1000,48,0.7470247369846172
60,120,25,0.0001,0.0001,1000,49,0.8165674994766857
60,120,25,0.0001,0.0001,1000,50,0.7833854370246145
60,120,25,0.0001,0.0001,1000,51,0.5172935918792076
60,120,25,0.0001,0.0001,1000,52,0.28993074925730783
60,120,25,0.0001,0.0001,1000,53,0.3022787836209172
60,120,25,0.0001,0.0001,1000,54,0.25453822995204606
60,120,25,0.0001,0.0001,1000,55,0.3010927337052587
60,120,25,0.0001,0.0001,1000,56,0.37163299226657037
60,120,25,0.0001,0.0001,1000,57,0.5599921903084818
60,120,25,0.0001,0.0001,1000,58,0.8883930188695532
60,120,25,0.0001,0.0001,1000,59,0.540194690176183
60,120,25,0.0001,0.0001,1000,60,0.8156317598462903
60,120,25,0.0001,0.0001,1000,61,0.5000541410313223
60,120,25,0.0001,0.0001,1000,62,0.30634347338169865
60,120,25,0.0001,0.0001,1000,63,0.7946472249739639
60,120,25,0.0001,0.0001,1000,64,0.2877160715526794
60,120,25,0.0001,0.0001,1000,65,0.342737107845447
60,120,25,0.0001,0.0001,1000,66,0.39649618519506147
60,120,25,0.0001,0.0001,1000,67,0.5664342063415952
60,120,25,0.0001,0.0001,1000,68,0.4256256447497363
60,120,25,0.0001,0.0001,1000,69,0.3594005289936255
60,120,25,0.0001,0.0001,1000,70,0.7059892198112856
60,120,25,0.0001,0.0001,1000,71,0.4454274240518052
60,120,25,0.0001,0.0001,1000,72,0.8417696289299498
60,120,25,0.0001,0.0001,1000,73,0.5515194864198953
60,120,25,0.0001,0.0001,1000,74,0.7842048299971848
60,120,25,0.0001,0.0001,1000,75,0.6707030952483264
60,120,25,0.0001,0.0001,1000,76,0.2767930245771852
60,120,25,0.0001,0.0001,1000,77,0.37300301803818153
60,120,25,0.0001,0.0001,1000,78,0.7915711820180383
60,120,25,0.0001,0.0001,1000,79,0.7152892479664894
60,120,25,0.0001,0.0001,1000,80,0.33056570981325667
60,120,25,0.0001,0.0001,1000,81,0.3572273257307467
60,120,25,0.0001,0.0001,1000,82,0.3505876414800147
60,120,25,0.0001,0.0001,1000,83,0.3787176291372351
60,120,25,0.0001,0.0001,1000,84,0.7911537586506612
60,120,25,0.0001,0.0001,1000,85,0.545314022236363
60,120,25,0.0001,0.0001,1000,86,0.44176937505473296
60,120,25,0.0001,0.0001,1000,87,0.3237083159437882
60,120,25,0.0001,0.0001,1000,88,0.43631106474933323
60,120,25,0.0001,0.0001,1000,89,0.4595886366132486
60,120,25,0.0001,0.0001,1000,90,0.4939607372088762
60,120,25,0.0001,0.0001,1000,91,0.9153362386020308
60,120,25,0.0001,0.0001,1000,92,0.48914172405658396
60,120,25,0.0001,0.0001,1000,93,0.47650176839585573
60,120,25,0.0001,0.0001,1000,94,0.6919075778625835
60,120,25,0.0001,0.0001,1000,95,0.5525040372714872
60,120,25,0.0001,0.0001,1000,96,0.48769752242954806
60,120,25,0.0001,0.0001,1000,97,0.5113016822610335
60,120,25,0.0001,0.0001,1000,98,0.43173374891184463
60,120,25,0.0001,0.0001,1000,99,0.7100036236409727
60,120,25,0.0001,0.0001,10000,0,0.4521958455809694
60,120,25,0.0001,0.0001,10000,1,0.3096870117610283
60,120,25,0.0001,0.0001,10000,2,0.40159422233612363
60,120,25,0.0001,0.0001,10000,3,0.411270355178034
60,120,25,0.0001,0.0001,10000,4,0.3189983731353212
60,120,25,0.0001,0.0001,10000,5,0.26565445645958674
60,120,25,0.0001,0.0001,10000,6,0.7549347568370451
60,120,25,0.0001,0.0001,10000,7,0.40474033346235866
60,120,25,0.0001,0.0001,10000,8,0.6612302731960975
60,120,25,0.0001,0.0001,10000,9,0.401492987527593
60,120,25,0.0001,0.0001,10000,10,0.8124913534920748
60,120,25,0.0001,0.0001,10000,11,0.5174349777294822
60,120,25,0.0001,0.0001,10000,12,0.6005055643674254
60,120,25,0.0001,0.0001,10000,13,0.3124905509996928
60,120,25,0.0001,0.0001,10000,14,0.3074138961890338
60,120,25,0.0001,0.0001,10000,15,0.34227552234250797
60,120,25,0.0001,0.0001,10000,16,0.19610677791254472
60,120,25,0.0001,0.0001,10000,17,0.3276910879689368
60,120,25,0.0001,0.0001,10000,18,0.6317824992681348
60,120,25,0.0001,0.0001,10000,19,0.4817365381996764
60,120,25,0.0001,0.0001,10000,20,0.49955208199623224
60,120,25,0.0001,0.0001,10000,21,0.5366759830135719
60,120,25,0.0001,0.0001,10000,22,0.525531192545989
60,120,25,0.0001,0.0001,10000,23,0.41354008506344747
60,120,25,0.0001,0.0001,10000,24,0.32169189731390585
60,120,25,0.0001,0.0001,10000,25,0.22206653278867028
60,120,25,0.0001,0.0001,10000,26,0.6351000141141588
60,120,25,0.0001,0.0001,10000,27,0.6234894677930771
60,120,25,0.0001,0.0001,10000,28,0.36041091822764465
60,120,25,0.0001,0.0001,10000,29,0.40230745376353355
60,120,25,0.0001,0.0001,10000,30,0.4377958931582277
60,120,25,0.0001,0.0001,10000,31,0.43961504991615774
60,120,25,0.0001,0.0001,10000,32,0.3958375487495751
60,120,25,0.0001,0.0001,10000,33,0.5469283081135462
60,120,25,0.0001,0.0001,10000,34,0.49805575098482713
60,120,25,0.0001,0.0001,10000,35,0.7651882947481784
60,120,25,0.0001,0.0001,10000,36,0.4229168504543486
60,120,25,0.0001,0.0001,10000,37,0.6299108967249385
60,120,25,0.0001,0.0001,10000,38,0.9534272625443327
60,120,25,0.0001,0.0001,10000,39,0.260045950260442
60,120,25,0.0001,0.0001,10000,40,0.27821220731975266
60,120,25,0.0001,0.0001,10000,41,0.27009587294430304
60,120,25,0.0001,0.0001,10000,42,0.5512017850545977
60,120,25,0.0001,0.0001,10000,43,0.3359972020629242
60,120,25,0.0001,0.0001,10000,44,1.032157239190334
60,120,25,0.0001,0.0001,10000,45,0.6876705143817716
60,120,25,0.0001,0.0001,10000,46,0.6389048754772771
60,120,25,0.0001,0.0001,10000,47,0.23302068486931501
60,120,25,0.0001,0.0001,10000,48,0.4840565900322508
60,120,25,0.0001,0.0001,10000,49,0.3930257609664772
60,120,25,0.0001,0.0001,10000,50,0.5348643739562369
60,120,25,0.0001,0.0001,10000,51,0.27643663093387905
60,120,25,0.0001,0.0001,10000,52,0.926120634926678
60,120,25,0.0001,0.0001,10000,53,0.40694694299243717
60,120,25,0.0001,0.0001,10000,54,0.3179664712510867
60,120,25,0.0001,0.0001,10000,55,0.4167369185317081
60,120,25,0.0001,0.0001,10000,56,0.46800558523630403
60,120,25,0.0001,0.0001,10000,57,0.3044766882377576
60,120,25,0.0001,0.0001,10000,58,0.5228397008915895
60,120,25,0.0001,0.0001,10000,59,0.48321159241583245
60,120,25,0.0001,0.0001,10000,60,0.8968754072766036
60,120,25,0.0001,0.0001,10000,61,0.5321551267328719
60,120,25,0.0001,0.0001,10000,62,0.4817466701172675
60,120,25,0.0001,0.0001,10000,63,0.3413566587630726
60,120,25,0.0001,0.0001,10000,64,0.6288750250928169
60,120,25,0.0001,0.0001,10000,65,0.8920577452847219
60,120,25,0.0001,0.0001,10000,66,0.3323740315436596
60,120,25,0.0001,0.0001,10000,67,0.6243866357119005
60,120,25,0.0001,0.0001,10000,68,0.44539568845448757
60,120,25,0.0001,0.0001,10000,69,0.32988678165476965
60,120,25,0.0001,0.0001,10000,70,0.8639144777488118
60,120,25,0.0001,0.0001,10000,71,0.44648504283700813
60,120,25,0.0001,0.0001,10000,72,0.7800725194768514
60,120,25,0.0001,0.0001,10000,73,0.28186051609286245
60,120,25,0.0001,0.0001,10000,74,0.4229894802282548
60,120,25,0.0001,0.0001,10000,75,0.4419542892930205
60,120,25,0.0001,0.0001,10000,76,0.22679481989568787
60,120,25,0.0001,0.0001,10000,77,0.48777826704434674
60,120,25,0.0001,0.0001,10000,78,0.5257782133748821
60,120,25,0.0001,0.0001,10000,79,0.39824034758925536
60,120,25,0.0001,0.0001,10000,80,0.4842510604512487
60,120,25,0.0001,0.0001,10000,81,0.8072239948430023
60,120,25,0.0001,0.0001,10000,82,0.5514871076691269
60,120,25,0.0001,0.0001,10000,83,0.8885739103805838
60,120,25,0.0001,0.0001,10000,84,0.4603535825568817
60,120,25,0.0001,0.0001,10000,85,0.42404777900727697
60,120,25,0.0001,0.0001,10000,86,0.40692591391236316
60,120,25,0.0001,0.0001,10000,87,0.2810807398829969
60,120,25,0.0001,0.0001,10000,88,0.4183840826213043
60,120,25,0.0001,0.0001,10000,89,0.5696213855007507
60,120,25,0.0001,0.0001,10000,90,0.7325988967319108
60,120,25,0.0001,0.0001,10000,91,0.4072869486031809
60,120,25,0.0001,0.0001,10000,92,0.3250408220608795
60,120,25,0.0001,0.0001,10000,93,0.27680782227896733
60,120,25,0.0001,0.0001,10000,94,0.4915612305604861
60,120,25,0.0001,0.0001,10000,95,0.8255256347755665
60,120,25,0.0001,0.0001,10000,96,0.8524738687622263
60,120,25,0.0001,0.0001,10000,97,0.21977558758762616
60,120,25,0.0001,0.0001,10000,98,0.5421700620014693
60,120,25,0.0001,0.0001,10000,99,0.37383608772123783
60,120,25,0.0001,0.1,0.0001,0,0.434082036734087
60,120,25,0.0001,0.1,0.0001,1,0.6919528133012092
60,120,25,0.0001,0.1,0.0001,2,0.2654366899768878
60,120,25,0.0001,0.1,0.0001,3,0.49897514932012443
60,120,25,0.0001,0.1,0.0001,4,0.4704479246657873
60,120,25,0.0001,0.1,0.0001,5,0.6462761782989573
60,120,25,0.0001,0.1,0.0001,6,0.4046127145800941
60,120,25,0.0001,0.1,0.0001,7,0.49799501887081044
60,120,25,0.0001,0.1,0.0001,8,0.2626283394572448
60,120,25,0.0001,0.1,0.0001,9,0.33752161740526654
60,120,25,0.0001,0.1,0.0001,10,0.24524483291770016
60,120,25,0.0001,0.1,0.0001,11,0.35381808169423473
60,120,25,0.0001,0.1,0.0001,12,0.44536744331780437
60,120,25,0.0001,0.1,0.0001,13,0.6406013012272618
60,120,25,0.0001,0.1,0.0001,14,0.3404211229641689
60,120,25,0.0001,0.1,0.0001,15,0.6190469886525322
60,120,25,0.0001,0.1,0.0001,16,0.572772737994212
60,120,25,0.0001,0.1,0.0001,17,0.5370395953259998
60,120,25,0.0001,0.1,0.0001,18,0.48272161274844366
60,120,25,0.0001,0.1,0.0001,19,0.5138330508972421
60,120,25,0.0001,0.1,0.0001,20,0.40287024901174795
60,120,25,0.0001,0.1,0.0001,21,0.7517437443795819
60,120,25,0.0001,0.1,0.0001,22,0.3997444307388311
60,120,25,0.0001,0.1,0.0001,23,0.6647718908728927
60,120,25,0.0001,0.1,0.0001,24,0.3079843980228888
60,120,25,0.0001,0.1,0.0001,25,0.8380643119015417
60,120,25,0.0001,0.1,0.0001,26,0.29523100204062735
60,120,25,0.0001,0.1,0.0001,27,0.5222934049318521
60,120,25,0.0001,0.1,0.0001,28,0.3210002272401684
60,120,25,0.0001,0.1,0.0001,29,0.5761151996546557
60,120,25,0.0001,0.1,0.0001,30,0.2990702412653613
60,120,25,0.0001,0.1,0.0001,31,0.6361715056153034
60,120,25,0.0001,0.1,0.0001,32,0.5698524198235709
60,120,25,0.0001,0.1,0.0001,33,0.4756708141584383
60,120,25,0.0001,0.1,0.0001,34,0.3999045971413651
60,120,25,0.0001,0.1,0.0001,35,0.614967873773997
60,120,25,0.0001,0.1,0.0001,36,0.5143188742912378
60,120,25,0.0001,0.1,0.0001,37,0.5374482866979513
60,120,25,0.0001,0.1,0.0001,38,0.4196769997455635
60,120,25,0.0001,0.1,0.0001,39,0.30699236288352283
60,120,25,0.0001,0.1,0.0001,40,0.3375214406720977
60,120,25,0.0001,0.1,0.0001,41,0.7489308146787705
60,120,25,0.0001,0.1,0.0001,42,0.3658893648303739
60,120,25,0.0001,0.1,0.0001,43,0.7692876175403154
60,120,25,0.0001,0.1,0.0001,44,0.39490043877598907
60,120,25,0.0001,0.1,0.0001,45,0.5019624122329074
60,120,25,0.0001,0.1,0.0001,46,0.6086841505879066
60,120,25,0.0001,0.1,0.0001,47,0.6268873064263828
60,120,25,0.0001,0.1,0.0001,48,0.2842658933717781
60,120,25,0.0001,0.1,0.0001,49,0.32534334782907876
60,120,25,0.0001,0.1,0.0001,50,0.4606066407382576
60,120,25,0.0001,0.1,0.0001,51,0.40695662985963943
60,120,25,0.0001,0.1,0.0001,52,0.46603799457244716
60,120,25,0.0001,0.1,0.0001,53,0.7135662897775173
60,120,25,0.0001,0.1,0.0001,54,0.4791908512884208
60,120,25,0.0001,0.1,0.0001,55,0.5462220708598304
60,120,25,0.0001,0.1,0.0001,56,0.5512784052632236
60,120,25,0.0001,0.1,0.0001,57,0.29512288435392825
60,120,25,0.0001,0.1,0.0001,58,0.6905254421593163
60,120,25,0.0001,0.1,0.0001,59,0.6565714108741022
60,120,25,0.0001,0.1,0.0001,60,0.21030284139500324
60,120,25,0.0001,0.1,0.0001,61,0.3851113474499392
60,120,25,0.0001,0.1,0.0001,62,0.4724825829059186
60,120,25,0.0001,0.1,0.0001,63,0.5541157797410771
60,120,25,0.0001,0.1,0.0001,64,0.3901673890796027
60,120,25,0.0001,0.1,0.0001,65,0.5950505316929758
60,120,25,0.0001,0.1,0.0001,66,0.4207504199415484
60,120,25,0.0001,0.1,0.0001,67,0.4148792223815156
60,120,25,0.0001,0.1,0.0001,68,0.40313888165751616
60,120,25,0.0001,0.1,0.0001,69,0.4977795830133097
60,120,25,0.0001,0.1,0.0001,70,0.594632453760706
60,120,25,0.0001,0.1,0.0001,71,0.31520764258006867
60,120,25,0.0001,0.1,0.0001,72,0.46701223053251806
60,120,25,0.0001,0.1,0.0001,73,0.5623688370881846
60,120,25,0.0001,0.1,0.0001,74,0.32311505545338715
60,120,25,0.0001,0.1,0.0001,75,0.4751329610494266
60,120,25,0.0001,0.1,0.0001,76,0.33699526877940006
60,120,25,0.0001,0.1,0.0001,77,0.3924596792871693
60,120,25,0.0001,0.1,0.0001,78,0.46538328601517315
60,120,25,0.0001,0.1,0.0001,79,0.39233212136139295
60,120,25,0.0001,0.1,0.0001,80,0.45514802931319787
60,120,25,0.0001,0.1,0.0001,81,0.3347864983178565
60,120,25,0.0001,0.1,0.0001,82,0.22023429136833436
60,120,25,0.0001,0.1,0.0001,83,0.3517524421861652
60,120,25,0.0001,0.1,0.0001,84,0.38991703361869023
60,120,25,0.0001,0.1,0.0001,85,0.4029062236860914
60,120,25,0.0001,0.1,0.0001,86,0.4382624392547011
60,120,25,0.0001,0.1,0.0001,87,0.3553755876934954
60,120,25,0.0001,0.1,0.0001,88,0.9673965140567443
60,120,25,0.0001,0.1,0.0001,89,0.44634201768842974
60,120,25,0.0001,0.1,0.0001,90,0.2876380379127953
60,120,25,0.0001,0.1,0.0001,91,0.450525293572223
60,120,25,0.0001,0.1,0.0001,92,0.5518298162158611
60,120,25,0.0001,0.1,0.0001,93,0.6514747676559877
60,120,25,0.0001,0.1,0.0001,94,0.47249205817779527
60,120,25,0.0001,0.1,0.0001,95,0.6271625305189648
60,120,25,0.0001,0.1,0.0001,96,0.5427230720722072
60,120,25,0.0001,0.1,0.0001,97,0.3197640005566268
60,120,25,0.0001,0.1,0.0001,98,0.5207098333757159
60,120,25,0.0001,0.1,0.0001,99,0.5161517936247542
60,120,25,0.0001,0.1,0.1,0,0.349420258856651
60,120,25,0.0001,0.1,0.1,1,0.5524473932477636
60,120,25,0.0001,0.1,0.1,2,0.754003808166154
60,120,25,0.0001,0.1,0.1,3,0.4458945509911924
60,120,25,0.0001,0.1,0.1,4,0.42193866447597567
60,120,25,0.0001,0.1,0.1,5,0.7722746580691358
60,120,25,0.0001,0.1,0.1,6,0.21696099966454338
60,120,25,0.0001,0.1,0.1,7,0.3113526812328073
60,120,25,0.0001,0.1,0.1,8,0.5263535294021469
60,120,25,0.0001,0.1,0.1,9,0.4683003488403143
60,120,25,0.0001,0.1,0.1,10,0.613340448789126
60,120,25,0.0001,0.1,0.1,11,0.3789370940266579
60,120,25,0.0001,0.1,0.1,12,0.3258287222166273
60,120,25,0.0001,0.1,0.1,13,0.7025304651321477
60,120,25,0.0001,0.1,0.1,14,0.6797377077915939
60,120,25,0.0001,0.1,0.1,15,0.24985470269292434
60,120,25,0.0001,0.1,0.1,16,0.45414545924548166
60,120,25,0.0001,0.1,0.1,17,0.47422746301338303
60,120,25,0.0001,0.1,0.1,18,0.2695657092717774
60,120,25,0.0001,0.1,0.1,19,0.18487397694458418
60,120,25,0.0001,0.1,0.1,20,0.44714097596866753
60,120,25,0.0001,0.1,0.1,21,0.3235763347189748
60,120,25,0.0001,0.1,0.1,22,0.28466286717272143
60,120,25,0.0001,0.1,0.1,23,0.6504162930675221
60,120,25,0.0001,0.1,0.1,24,0.6733150703635853
60,120,25,0.0001,0.1,0.1,25,0.38055860242731215
60,120,25,0.0001,0.1,0.1,26,0.26711723290718487
60,120,25,0.0001,0.1,0.1,27,0.38487944484294995
60,120,25,0.0001,0.1,0.1,28,0.4022620876563905
60,120,25,0.0001,0.1,0.1,29,0.6134014947729137
60,120,25,0.0001,0.1,0.1,30,0.5822594672362593
60,120,25,0.0001,0.1,0.1,31,0.38353408022685614
60,120,25,0.0001,0.1,0.1,32,0.659817921720608
60,120,25,0.0001,0.1,0.1,33,0.6109813633819808
60,120,25,0.0001,0.1,0.1,34,0.35079742343624576
60,120,25,0.0001,0.1,0.1,35,0.30812475493751584
60,120,25,0.0001,0.1,0.1,36,0.27780153145861636
60,120,25,0.0001,0.1,0.1,37,0.3996845781504246
60,120,25,0.0001,0.1,0.1,38,0.31196167553030285
60,120,25,0.0001,0.1,0.1,39,0.7529974351078981
60,120,25,0.0001,0.1,0.1,40,0.5978884000436254
60,120,25,0.0001,0.1,0.1,41,0.3763571186506101
60,120,25,0.0001,0.1,0.1,42,0.4043374156596826
60,120,25,0.0001,0.1,0.1,43,0.5700025926245313
60,120,25,0.0001,0.1,0.1,44,0.4246007606585359
60,120,25,0.0001,0.1,0.1,45,0.22200080302321454
60,120,25,0.0001,0.1,0.1,46,0.3825688840792988
60,120,25,0.0001,0.1,0.1,47,0.2967558334278338
60,120,25,0.0001,0.1,0.1,48,0.5991768833475568
60,120,25,0.0001,0.1,0.1,49,0.43497407172000596
60,120,25,0.0001,0.1,0.1,50,0.5704234232660335
60,120,25,0.0001,0.1,0.1,51,0.692398477025703
60,120,25,0.0001,0.1,0.1,52,0.4209935393949833
60,120,25,0.0001,0.1,0.1,53,0.598166589596399
60,120,25,0.0001,0.1,0.1,54,0.4164804993712821
60,120,25,0.0001,0.1,0.1,55,0.46401683941090827
60,120,25,0.0001,0.1,0.1,56,0.4464751204397291
60,120,25,0.0001,0.1,0.1,57,0.5176027459580911
60,120,25,0.0001,0.1,0.1,58,0.4648649448316104
60,120,25,0.0001,0.1,0.1,59,0.19977793227603238
60,120,25,0.0001,0.1,0.1,60,0.3020748411956365
60,120,25,0.0001,0.1,0.1,61,0.414388548861528
60,120,25,0.0001,0.1,0.1,62,0.6233483215724562
60,120,25,0.0001,0.1,0.1,63,0.5234581812699086
60,120,25,0.0001,0.1,0.1,64,0.5738416336211438
60,120,25,0.0001,0.1,0.1,65,0.7732318850170342
60,120,25,0.0001,0.1,0.1,66,0.22832687275464442
60,120,25,0.0001,0.1,0.1,67,0.28966099138028006
60,120,25,0.0001,0.1,0.1,68,0.41249434273654134
60,120,25,0.0001,0.1,0.1,69,0.3844883286106452
60,120,25,0.0001,0.1,0.1,70,0.5562870149184133
60,120,25,0.0001,0.1,0.1,71,0.3655304840813039
60,120,25,0.0001,0.1,0.1,72,0.36267094616891443
60,120,25,0.0001,0.1,0.1,73,0.4027058005637701
60,120,25,0.0001,0.1,0.1,74,1.2698530837480941
60,120,25,0.0001,0.1,0.1,75,0.4466997873875064
60,120,25,0.0001,0.1,0.1,76,0.8260393684195143
60,120,25,0.0001,0.1,0.1,77,0.504163865121125
60,120,25,0.0001,0.1,0.1,78,0.3137977818766255
60,120,25,0.0001,0.1,0.1,79,0.5217781430873286
60,120,25,0.0001,0.1,0.1,80,0.4180801075253884
60,120,25,0.0001,0.1,0.1,81,0.3876036883404585
60,120,25,0.0001,0.1,0.1,82,0.6836045719037617
60,120,25,0.0001,0.1,0.1,83,0.5716576581778471
60,120,25,0.0001,0.1,0.1,84,0.3750526837006472
60,120,25,0.0001,0.1,0.1,85,0.5509506258428093
60,120,25,0.0001,0.1,0.1,86,0.5047122415141051
60,120,25,0.0001,0.1,0.1,87,0.26069893076432626
60,120,25,0.0001,0.1,0.1,88,0.5749459083960174
60,120,25,0.0001,0.1,0.1,89,0.481438329253867
60,120,25,0.0001,0.1,0.1,90,0.5389192744260558
60,120,25,0.0001,0.1,0.1,91,0.6804950761718986
60,120,25,0.0001,0.1,0.1,92,0.7170348464206003
60,120,25,0.0001,0.1,0.1,93,0.34790364911898786
60,120,25,0.0001,0.1,0.1,94,0.5604381443922429
60,120,25,0.0001,0.1,0.1,95,0.5013517468564521
60,120,25,0.0001,0.1,0.1,96,0.5087708858465959
60,120,25,0.0001,0.1,0.1,97,0.43686439811668887
60,120,25,0.0001,0.1,0.1,98,0.24231446753698424
60,120,25,0.0001,0.1,0.1,99,0.4158000247426435
