"Gestao2_MUNICIPAL"	"Gestao2_MUNICIPAL.SP"	"logPropLeitosSUS"	"Percent_SUS_Total"	"Porte_MEDIO"	"Porte_PEQUENO"	"TipoGestao2_Direta"	"TipoGestao2_Santa.Casa"	"TipoGestao2_Terceirizada"	"Total_Leitos"
1	0	0.194265227984268	-0.300086637814171	1	0	0	0	1	5.81694511320327
1	0	0.600553592030947	-0.172065644268976	1	0	0	1	0	5.33674686838559
1	0	0.428210695468292	-0.225064412842509	0	0	0	1	0	6.77070295716694
0	0	1.99563519459755	0	0	1	0	0	1	1.16123174033905
1	0	0.725074190882984	-0.137884643038639	0	1	0	0	1	4.18572034507082
1	0	0	-0.355619254170895	0	1	0	1	0	3.49282847673564
1	0	0.222495261804084	-0.29126018854992	0	1	0	1	0	4.56621934766157
1	0	1.99563519459755	0	0	1	0	1	0	4.09730738355542
1	0	0.420826781750014	-0.227431559119531	1	0	0	1	0	6.16724363606683
1	0	1.99563519459755	0	0	1	0	0	1	3.55882106693848
1	0	0.619228016464976	-0.16668054209457	0	1	0	1	0	4.14213562373096
0	0	0.276501649531491	-0.274065546576588	0	1	0	1	0	4.26943588457652
1	0	1.4239269303983	-0.0264140027187518	1	0	0	0	0	6.49372034952724
1	0	0.958647156544652	-0.0859810309067377	0	1	0	1	0	2.70981615210141
1	0	0.678448337191417	-0.150191760100181	1	0	0	1	0	5.33674686838559
0	0	0.760823997203818	-0.128874300368539	1	0	0	1	0	5.157165665104
1	0	1.99563519459755	0	1	0	0	0	0	5.0343688581424
1	0	1.99563519459755	0	0	1	0	0	0	4.75773161594553
1	0	0.68555842015812	-0.148275399544433	1	0	0	1	0	6.39127752734872
1	0	1.99563519459755	0	1	0	0	0	1	5.00869041066651
1	0	0.886245430344214	-0.100305397363254	1	0	0	1	0	4.95611523571644
1	0	1.99563519459755	0	0	1	0	0	1	3.35141362540314
1	0	0.607659052315815	-0.17000668277082	1	0	0	1	0	5.35791593361788
1	0	0.515012912222461	-0.1977260097518	0	1	0	1	0	4.26943588457652
1	0	0.42504764076709	-0.226077834348402	0	0	0	1	0	7.11769859409708
1	0	1.99563519459755	0	0	1	0	1	0	3.95454894014973
1	0	0.21295592919297	-0.294257431006479	0	0	0	1	0	7.7927350597074
1	0	0.210886148442435	-0.294905855644103	0	0	0	0	1	7.10178244277955
0	0	1.99563519459755	0	1	0	0	0	1	6.2576949719861
0	0	1.99563519459755	0	0	1	0	0	1	2.82088853986816
1	0	0.401971652206861	-0.233496183389968	1	0	0	0	1	5.24933451150902
1	0	0.735911262310353	-0.135113560009807	1	0	0	1	0	4.90182215342448
0	0	-0.68265696625119	-0.445885551134464	0	0	0	0	1	7.26995477576684
1	0	-0.0949561730032077	-0.37820130187051	0	1	0	0	1	4.63259159663225
1	0	0.195988183469857	-0.299551842208347	1	0	0	1	0	5.94155150045017
1	0	0.977827965371508	-0.0824464327159264	0	1	0	1	0	3.68273083326154
1	0	0.244608488741036	-0.284261682482334	0	1	0	1	0	4.78757636628315
1	0	0.423521996325194	-0.226566963009314	0	1	0	1	0	3.85151685421243
1	0	0.585953282057943	-0.176333818242898	0	1	0	1	0	4.46125549591926
1	0	-0.294531702627064	-0.414002951426251	0	1	0	1	0	3.35141362540314
1	0	0.201781891880019	-0.297749606919847	1	0	0	1	0	5.35791593361788
1	0	0.184115815697331	-0.303225753328157	1	0	0	0	1	5.08457169466384
1	0	0.816053605190084	-0.115705171518869	0	1	0	0	1	4.14213562373096
1	0	0.779659456887866	-0.124279749609668	0	1	0	1	0	4.34895165675361
1	0	1.99563519459755	0	0	0	0	0	1	7.30619943823732
1	0	1.99563519459755	0	0	1	0	0	0	2.31144413344917
1	0	0.546205945138915	-0.188194098204699	1	0	0	0	1	4.81688866607121
1	0	0.804303080485786	-0.118429752743836	1	0	0	1	0	5.4599989565077
0	0	1.25868310846342	-0.0419919352641508	0	0	0	0	1	8.47786535071552
0	0	1.07039417146285	-0.0668607224656225	0	0	0	0	1	6.73219220318484
0	0	0.0203677798554574	-0.350337756924595	0	0	0	1	0	7.06139857005044
0	0	0.23940338540945	-0.28591491263455	1	0	0	0	1	6.04382234508932
1	0	0.2498774732166	-0.282584771523122	1	0	0	1	0	6.02956741227562
0	0	1.99563519459755	0	1	0	0	0	1	5.3788256009247
1	0	1.99563519459755	0	0	1	0	0	0	3.42379650962106
0	0	0.36851641568448	-0.244308473317507	1	0	0	0	1	6.07199482992353
1	0	0.549671921868274	-0.187146596621018	0	1	0	0	1	4.53198460282269
0	0	0.833025308102756	-0.111844110092592	0	0	0	0	1	6.67288707834465
0	0	0.632163101330759	-0.163001033405566	1	0	0	0	1	5.73433146226548
1	0	0.465616092314338	-0.213159443134826	0	1	0	1	0	3.74108810316638
1	0	1.99563519459755	0	0	1	0	0	0	3.95454894014973
1	0	1.99563519459755	0	1	0	0	0	1	4.81688866607121
0	0	1.2733132751697	-0.0404000810899898	0	0	0	0	1	9.67442178419342
1	0	0.249375854255905	-0.282744559274872	0	0	0	1	0	7.45804364328546
1	0	0.128114418992204	-0.320154829770169	0	0	0	0	1	6.75154717924534
1	0	0.580715107238207	-0.177877096990239	1	0	0	0	1	5.83301121749779
0	0	1.99563519459755	0	1	0	0	0	1	4.84568818021908
0	0	1.99563519459755	0	0	1	0	0	1	4.78757636628315
1	0	1.99563519459755	0	0	1	0	0	1	4.09730738355542
1	0	0.449755070503296	-0.21818817254906	0	1	0	0	1	4.26943588457652
1	0	-0.111639043063662	-0.381804988382266	0	1	0	0	1	4.66478780211682
1	0	0.796263451987551	-0.120318039251967	0	1	0	0	1	3.68273083326154
1	0	0.287861311821315	-0.270411196438612	0	0	0	1	0	6.89955854871581
0	0	0.807697496819429	-0.117638384728782	1	0	0	0	1	6.00071053311244
1	0	0.869889409632394	-0.10375984418005	0	1	0	0	0	4.30969081105257
1	0	0.348615933467916	-0.250756877635983	0	1	0	1	0	4.30969081105257
0	0	1.99563519459755	0	1	0	0	0	1	5.53750871473204
1	0	0.294531702627064	-0.268261027983489	0	1	0	0	1	4.05115826483647
1	0	1.99563519459755	0	0	1	0	1	0	2.70981615210141
1	0	1.99563519459755	0	1	0	0	0	1	6.2194847799143
1	0	0.608440818411978	-0.169780890939968	0	1	0	1	0	4.69636013359931
1	0	1.99563519459755	0	0	1	0	0	1	1.74618943088019
1	0	0.257658744523668	-0.280102433414557	0	1	0	1	0	4.22813219821874
1	0	0.13549108229603	-0.317966650834169	0	1	0	1	0	3.42379650962106
1	0	0.457535685766512	-0.215717464623749	1	0	0	0	1	6.36770950823232
1	0	0.388860350820119	-0.237727301449798	0	1	0	1	0	4.26943588457652
1	0	0.181420092560748	-0.304056198143421	1	0	0	1	0	6.1270412256128
1	0	0.585953282057943	-0.176333818242898	1	0	0	1	0	5.68282336140202
1	0	0.690941672593567	-0.146833822444817	1	0	0	1	0	5.49918987548339
1	0	0.190555743905347	-0.301236191764503	1	0	0	1	0	5.0343688581424
1	0	0.1614367977282	-0.310166035830635	0	1	0	1	0	4.14213562373096
1	0	1.26343636048786	-0.0414698358357263	0	1	0	0	1	4.69636013359931
1	0	1.99563519459755	0	0	1	0	0	0	3.49282847673564
1	0	0.283235181333351	-0.27190059541735	1	0	0	1	0	4.95611523571644
0	0	1.78332282227988	-0.00630508946826434	0	0	0	0	1	7.7815128626264
1	0	1.99563519459755	0	0	0	0	0	1	7.6656316695685
1	0	1.99563519459755	0	1	0	0	0	1	6.18044684762751
0	0	1.99563519459755	0	0	1	0	0	1	3.35141362540314
1	0	1.99563519459755	0	0	1	0	0	0	2.14814044039067
1	0	1.24847300985653	-0.0431296113364403	0	0	0	0	1	6.59073814026653
1	0	-0.0379765389930102	-0.365064035380546	0	0	0	0	1	6.58020764626453
1	0	0.263129575280878	-0.278353244225938	0	1	0	1	0	4.46125549591926
1	0	1.54753946157086	-0.0177286775066913	0	0	0	0	1	7.56145197296528
1	0	1.99563519459755	0	0	0	0	0	1	7.23301230000277
1	0	1.99563519459755	0	0	0	0	0	1	6.70277652334813
1	0	1.99563519459755	0	1	0	0	0	1	6.41454445396836
1	0	0.503783077265955	-0.201200769244896	1	0	0	1	0	5.05965854614924
1	0	1.05612861346834	-0.0691078846947092	0	0	0	0	0	6.80843389639492
1	0	1.99563519459755	0	1	0	0	0	1	4.98261036790351
1	0	0.238527385838373	-0.286192805612481	0	0	0	1	0	7.55514737032694
1	0	0.388860350820119	-0.237727301449798	1	0	0	0	1	5.29360270645222
1	0	0.287034744850446	-0.27067742627024	0	0	0	1	0	6.70277652334813
0	0	0.213254999906504	-0.294163680370064	1	0	0	1	0	6.05796419184011
1	0	0.227093428556467	-0.289810528657163	1	0	0	0	1	6.36770950823232
0	0	0.309309610011144	-0.263488132196056	0	0	0	0	1	10.1872253520721
1	0	0.353265660903765	-0.249249758195229	0	0	0	1	0	7.74745850303148
1	0	0.50117216229699	-0.202011690741933	0	0	0	0	1	7.06139857005044
0	0	1.99563519459755	0	1	0	0	0	1	5.76784566835974
1	0	1.99563519459755	0	1	0	0	0	1	5.13331440538915
1	0	-0.720865230106874	-0.447252744348396	0	0	0	0	1	7.21803349100041
1	0	1.99563519459755	0	0	0	0	0	1	8.12200877204387
0	0	1.12010118889482	-0.0594516854006891	0	0	0	0	1	6.63226904076889
0	0	0.175833990828323	-0.305772460368776	0	0	0	1	0	7.0776553840599
1	0	0.569612867935339	-0.18116836226148	1	0	0	0	1	6.2194847799143
1	0	0.661592037556422	-0.15479044103326	1	0	0	0	1	5.62974617752125
0	0	0.172475130903941	-0.306801380672238	0	1	0	0	1	4.05115826483647
1	0	1.99563519459755	0	0	1	0	0	0	1.96231198851316
1	0	-1.08899801758987	-0.453370079274438	1	0	0	0	0	5.05965854614924
1	0	0.244608488741036	-0.284261682482334	0	1	0	1	0	3.79729661461216
1	0	0.22370273100995	-0.290879812166552	1	0	0	0	1	5.29360270645222
1	0	1.99563519459755	0	1	0	0	0	1	5.1806838442876
0	0	1.2559533364261	-0.0422939319664748	0	0	0	0	1	10.837067212817
0	0	1.75644490288978	-0.00733393947923584	0	0	0	1	0	10.1179156319498
0	0	1.18573548381197	-0.0506238537573708	0	0	0	0	1	9.6124210865022
0	0	0.620273486592069	-0.166381588751359	0	0	0	0	1	9.11722094867749
0	1	1.99563519459755	0	0	0	0	0	0	8.44979818756715
0	0	1.99563519459755	0	0	0	0	0	1	8.29032414892435
0	0	0.821277154132679	-0.114507472277286	0	0	0	0	1	8.40077017747986
0	0	1.28793807185743	-0.0388530658512961	0	0	0	0	1	8.21472443455209
0	0	1.99563519459755	0	0	0	0	0	1	7.77587777227691
0	0	1.99563519459755	0	0	0	0	0	1	7.77022655860767
0	0	1.99563519459755	0	0	0	0	0	1	7.65965445814667
0	0	1.15220894081937	-0.0550017076806294	0	0	0	0	1	7.57400040163217
0	0	1.4721766721026	-0.0227578903170131	0	0	0	0	1	7.43802655966325
0	1	-0.392194877505434	-0.426020395946093	0	0	0	0	1	9.71479937911889
0	0	1.99563519459755	0	0	0	0	0	1	7.37670275448417
0	0	1.99563519459755	0	0	0	0	0	1	7.37670275448417
0	0	1.58234529223189	-0.0156604563538884	0	0	0	0	1	7.39049933494436
0	0	1.99563519459755	0	0	0	0	0	1	7.14132587837548
0	1	0.15261235715558	-0.312836670375512	0	0	0	0	1	7.98965502669248
0	1	1.99563519459755	0	0	0	0	0	1	7.02013563689022
0	0	1.06069784035361	-0.0683821379854556	0	0	0	0	1	7.06954439513897
0	0	1.99563519459755	0	0	0	0	0	1	6.69286680810468
0	0	1.99563519459755	0	0	0	0	0	1	6.63226904076889
0	1	1.00355992564829	-0.0778719162710357	0	0	0	0	1	6.72243863913776
0	1	1.35328022820459	-0.0324561788748993	0	0	0	0	1	6.51572697050819
0	0	1.99563519459755	0	1	0	0	0	1	6.1539426620218
0	0	1.22133751414602	-0.0462628644457381	1	0	0	0	1	6.2194847799143
0	1	1.23888208891514	-0.044218667328719	1	0	0	0	1	6.00071053311244
0	1	0.824230105144576	-0.113834069300236	1	0	0	0	0	6.05796419184011
0	1	0.0423592655790679	-0.344473574058405	0	0	0	0	1	6.81774865198974
0	1	0.318455009868434	-0.260529329759443	1	0	0	0	1	6.31963645080518
0	1	1.99563519459755	0	1	0	0	0	1	5.66531025721845
0	0	1.99563519459755	0	1	0	0	0	1	5.49918987548339
0	1	0.0057129493906426	-0.354152714401729	1	0	0	0	0	6.49372034952724
0	0	1.99563519459755	0	1	0	0	0	1	5.157165665104
0	1	1.53815023842283	-0.0183130121751284	1	0	0	0	1	4.90182215342448
0	1	1.99563519459755	0	0	1	0	0	1	4.78757636628315
0	1	0.25168602424558	-0.282008425968359	1	0	0	0	1	5.35791593361788
0	1	-1.15316745233704	-0.453719105037852	0	0	0	0	0	9.16649109834457
0	1	-0.687039065305385	-0.446053108841759	0	0	0	0	0	7.24045798539241
0	1	1.99563519459755	0	0	1	0	0	1	4.09730738355542
0	1	-0.643985880336963	-0.444275614965227	0	0	0	0	0	6.69286680810468
0	0	1.99563519459755	0	0	1	0	0	1	4.05115826483647
0	1	-0.339116406151437	-0.419900879023511	1	0	0	0	1	5.62974617752125
0	0	1.99563519459755	0	0	1	0	0	1	3.74108810316638
0	1	-1.04965291836772	-0.453094760727625	0	0	0	0	0	7.43130798986194
0	0	1.99563519459755	0	0	1	0	0	1	3.42379650962106
0	1	1.99563519459755	0	0	1	0	0	1	3.19507910772895
0	1	-1.38872776063921	-0.454344786258291	0	0	0	0	0	8.49768094382042
0	0	1.99563519459755	0	0	1	0	0	1	1.96231198851316
0	1	1.99563519459755	0	0	1	0	0	0	1.96231198851316
0	1	-1.56038675686067	-0.454486370658908	0	0	0	0	0	7.64161276912963
0	1	1.99563519459755	0	0	1	0	0	1	0.717734625362932
0	1	-1.52437223895243	-0.454467543072444	1	0	0	0	0	5.89584877519623
0	1	-1.88636396087447	-0.454544282748203	0	0	0	0	0	7.94869788340821
1	0	0.678448337191417	-0.150191760100181	1	0	0	1	0	5.33674686838559
1	0	1.99563519459755	0	1	0	0	1	0	5.29360270645222
1	0	0.816053605190084	-0.115705171518869	1	0	0	0	1	5.91121462464753
1	0	0.78597046205571	-0.122764139385422	0	1	0	1	0	4.05115826483647
1	0	0.916941098889173	-0.0940408302216403	0	1	0	1	0	4.46125549591926
1	0	-1.11511395808808	-0.453525658420634	1	0	0	0	1	5.78436529997656
1	0	0.307560862822939	-0.26405351187088	0	1	0	0	1	4.75773161594553
0	0	1.99563519459755	0	1	0	0	0	1	5.57499545529138
1	0	0.496715208903099	-0.203398543386709	1	0	0	1	0	4.9291908154244
1	0	0.222495261804084	-0.29126018854992	1	0	0	0	1	6.2576949719861
1	0	0.958647156544652	-0.0859810309067377	1	0	0	0	1	5.44006315872738
0	0	1.29596415336446	-0.0380225181328633	0	0	0	0	1	8.25509856514607
1	0	1.65564051550139	-0.0117734112225115	0	0	0	1	0	7.39049933494436
0	0	0.546951159252615	-0.187968671969333	0	0	0	0	1	7.43802655966325
1	0	0.197919696551354	-0.298951673925744	1	0	0	0	1	6.39127752734872
1	0	0.39886269470281	-0.234498558253705	1	0	0	0	1	5.66531025721845
0	0	0.217222399802567	-0.29291866095294	0	1	0	0	1	3.19507910772895
0	0	1.99563519459755	0	0	1	0	0	1	2.45730939615518
1	0	0.958647156544652	-0.0859810309067377	0	1	0	1	0	3.62204366553744
0	0	1.99563519459755	0	0	0	0	0	1	7.15691609466074
1	0	1.00910136609746	-0.0769115715862281	1	0	0	1	0	5.83301121749779
1	0	0.22370273100995	-0.290879812166552	0	1	0	1	0	4.26943588457652
0	0	1.99563519459755	0	0	0	0	0	1	7.58024450136619
1	0	1.99563519459755	0	1	0	0	0	1	4.98261036790351
1	0	0.678448337191417	-0.150191760100181	0	1	0	1	0	4.05115826483647
1	0	0.53023094353436	-0.193052804450146	0	1	0	1	0	4.30969081105257
0	0	-0.143151705478142	-0.388306634510307	1	0	0	1	0	5.33674686838559
1	0	1.28612407028878	-0.0390425807805396	0	1	0	1	0	3.79729661461216
1	0	0.240345085680062	-0.285616066883594	1	0	0	1	0	6.36770950823232
1	0	0.465616092314338	-0.213159443134826	0	1	0	0	1	1.48698354997035
1	0	0.359735656001808	-0.24715297345615	0	1	0	1	0	4.78757636628315
1	0	0.78597046205571	-0.122764139385422	1	0	0	1	0	5.92644807116685
0	0	0.747608614210392	-0.132161154938765	0	0	0	0	1	7.36280687726093
1	0	1.99563519459755	0	0	0	0	0	1	7.03674888174537
0	0	1.99563519459755	0	0	1	0	0	1	2.31144413344917
1	0	0.901911896219802	-0.0970725827036261	1	0	0	0	1	5.00869041066651
1	0	0.843931365083217	-0.109409295138595	0	1	0	0	1	4.22813219821874
1	0	0.185158279026009	-0.302904231941819	1	0	0	1	0	4.95611523571644
1	0	0.263129575280878	-0.278353244225938	0	1	0	0	1	3.49282847673564
1	0	-0.232381371673363	-0.404544940858346	0	1	0	0	1	4.05115826483647
0	0	1.99563519459755	0	0	0	0	0	1	7.06954439513897
0	0	0.911376755312186	-0.0951553744480823	0	0	0	1	0	6.59073814026653
1	0	0.217222399802567	-0.29291866095294	0	1	0	1	0	4.7273335753469
1	0	0.590879314632917	-0.174888224218013	1	0	0	1	0	5.94155150045017
1	0	1.02985887583203	-0.0733912758600659	0	1	0	1	0	3.85151685421243
1	0	-0.313351232874948	-0.416580086968309	0	1	0	0	1	4.22813219821874
1	0	0.252417002107861	-0.281775372828632	1	0	0	1	0	5.91121462464753
1	0	0.108903829728149	-0.32578718577084	1	0	0	1	0	4.9291908154244
1	0	0.208189403723617	-0.295749645582588	0	1	0	0	1	4.78757636628315
1	0	1.13933142620016	-0.0567556443794523	0	1	0	0	1	4.22813219821874
1	0	0.17591558068999	-0.305747438153357	1	0	0	1	0	5.89584877519623
1	0	0.217222399802567	-0.29291866095294	0	1	0	0	1	4.7273335753469
1	0	1.62688008841021	-0.0132267617355422	1	0	0	0	1	5.39948249058817
0	0	0.244952649062272	-0.284152252007276	0	0	0	1	0	7.10178244277955
